EnsemblID,UniProtID,GeneSymbolID,PathwayStId,PathwayDisplayName,PathwayReactomeLink
ENSG00000171848,P31350,RRM2,R-HSA-69205,G1/S-Specific Transcription,https://reactome.org/PathwayBrowser/#/R-HSA-69205
ENSG00000171848,P31350,RRM2,R-HSA-8953750,Transcriptional Regulation by E2F6,https://reactome.org/PathwayBrowser/#/R-HSA-8953750
ENSG00000149403,Q16099,GRIK4,R-HSA-451308,Activation of Ca-permeable Kainate Receptor,https://reactome.org/PathwayBrowser/#/R-HSA-451308
ENSG00000268416,,,,,
ENSG00000286684,,,,,
ENSG00000183844,,FAM3B,,,
ENSG00000105974,Q03135,CAV1,R-HSA-163560,Triglyceride catabolism,https://reactome.org/PathwayBrowser/#/R-HSA-163560
ENSG00000105974,Q03135,CAV1,R-HSA-203615,eNOS activation,https://reactome.org/PathwayBrowser/#/R-HSA-203615
ENSG00000105974,Q03135,CAV1,R-HSA-203641,NOSTRIN mediated eNOS trafficking,https://reactome.org/PathwayBrowser/#/R-HSA-203641
ENSG00000105974,Q03135,CAV1,R-HSA-210991,Basigin interactions,https://reactome.org/PathwayBrowser/#/R-HSA-210991
ENSG00000105974,Q03135,CAV1,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,https://reactome.org/PathwayBrowser/#/R-HSA-4641262
ENSG00000105974,Q03135,CAV1,R-HSA-5218920,VEGFR2 mediated vascular permeability,https://reactome.org/PathwayBrowser/#/R-HSA-5218920
ENSG00000105974,Q03135,CAV1,R-HSA-8980692,RHOA GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-8980692
ENSG00000105974,Q03135,CAV1,R-HSA-9009391,Extra-nuclear estrogen signaling,https://reactome.org/PathwayBrowser/#/R-HSA-9009391
ENSG00000105974,Q03135,CAV1,R-HSA-9013026,RHOB GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013026
ENSG00000105974,Q03135,CAV1,R-HSA-9013106,RHOC GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013106
ENSG00000105974,Q03135,CAV1,R-HSA-9013148,CDC42 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013148
ENSG00000105974,Q03135,CAV1,R-HSA-9013149,RAC1 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013149
ENSG00000105974,Q03135,CAV1,R-HSA-9013404,RAC2 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013404
ENSG00000105974,Q03135,CAV1,R-HSA-9013405,RHOD GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013405
ENSG00000105974,Q03135,CAV1,R-HSA-9013406,RHOQ GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013406
ENSG00000105974,Q03135,CAV1,R-HSA-9013407,RHOH GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013407
ENSG00000105974,Q03135,CAV1,R-HSA-9013408,RHOG GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013408
ENSG00000105974,Q03135,CAV1,R-HSA-9013409,RHOJ GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013409
ENSG00000105974,Q03135,CAV1,R-HSA-9013423,RAC3 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013423
ENSG00000105974,Q03135,CAV1,R-HSA-9035034,RHOF GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9035034
ENSG00000105974,Q03135,CAV1,R-HSA-9617828,FOXO-mediated transcription of cell cycle genes,https://reactome.org/PathwayBrowser/#/R-HSA-9617828
ENSG00000105974,Q03135,CAV1,R-HSA-9696264,RND3 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9696264
ENSG00000105974,Q03135,CAV1,R-HSA-9696270,RND2 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9696270
ENSG00000105974,Q03135,CAV1,R-HSA-9696273,RND1 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9696273
ENSG00000105974,Q03135,CAV1,R-HSA-9735871,SARS-CoV-1 targets host intracellular signalling and regulatory pathways,https://reactome.org/PathwayBrowser/#/R-HSA-9735871
ENSG00000105974,Q03135,CAV1,R-HSA-9755779,SARS-CoV-2 targets host intracellular signalling and regulatory pathways,https://reactome.org/PathwayBrowser/#/R-HSA-9755779
ENSG00000105011,,ASF1B,,,
ENSG00000165304,,MELK,,,
ENSG00000278259,Q96H55,MYO19,R-HSA-9013419,RHOT2 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013419
ENSG00000278259,Q96H55,MYO19,R-HSA-9013425,RHOT1 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013425
ENSG00000169744,,LDB2,,,
ENSG00000154342,P56704,WNT3A,R-HSA-201681,TCF dependent signaling in response to WNT,https://reactome.org/PathwayBrowser/#/R-HSA-201681
ENSG00000154342,P56704,WNT3A,R-HSA-3238698,WNT ligand biogenesis and trafficking,https://reactome.org/PathwayBrowser/#/R-HSA-3238698
ENSG00000154342,P56704,WNT3A,R-HSA-373080,Class B/2 (Secretin family receptors),https://reactome.org/PathwayBrowser/#/R-HSA-373080
ENSG00000154342,P56704,WNT3A,R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,https://reactome.org/PathwayBrowser/#/R-HSA-3772470
ENSG00000154342,P56704,WNT3A,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,https://reactome.org/PathwayBrowser/#/R-HSA-4641262
ENSG00000154342,P56704,WNT3A,R-HSA-4641263,Regulation of FZD by ubiquitination,https://reactome.org/PathwayBrowser/#/R-HSA-4641263
ENSG00000154342,P56704,WNT3A,R-HSA-5340588,Signaling by RNF43 mutants,https://reactome.org/PathwayBrowser/#/R-HSA-5340588
ENSG00000154342,P56704,WNT3A,R-HSA-9793380,Formation of paraxial mesoderm,https://reactome.org/PathwayBrowser/#/R-HSA-9793380
ENSG00000154342,P56704,WNT3A,R-HSA-9832991,Formation of the posterior neural plate,https://reactome.org/PathwayBrowser/#/R-HSA-9832991
ENSG00000154342,P56704,WNT3A,R-HSA-9834899,Specification of the neural plate border,https://reactome.org/PathwayBrowser/#/R-HSA-9834899
ENSG00000154342,P56704,WNT3A,R-HSA-9856649,Transcriptional and post-translational regulation of MITF-M expression and activity,https://reactome.org/PathwayBrowser/#/R-HSA-9856649
ENSG00000135476,Q14674,ESPL1,R-HSA-2467813,Separation of Sister Chromatids,https://reactome.org/PathwayBrowser/#/R-HSA-2467813
ENSG00000187824,,TMEM220,,,
ENSG00000158402,P30307,CDC25C,R-HSA-156711,Polo-like kinase mediated events,https://reactome.org/PathwayBrowser/#/R-HSA-156711
ENSG00000158402,P30307,CDC25C,R-HSA-176187,Activation of ATR in response to replication stress,https://reactome.org/PathwayBrowser/#/R-HSA-176187
ENSG00000158402,P30307,CDC25C,R-HSA-5625740,RHO GTPases activate PKNs,https://reactome.org/PathwayBrowser/#/R-HSA-5625740
ENSG00000158402,P30307,CDC25C,R-HSA-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,https://reactome.org/PathwayBrowser/#/R-HSA-6804114
ENSG00000158402,P30307,CDC25C,R-HSA-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,https://reactome.org/PathwayBrowser/#/R-HSA-6804115
ENSG00000158402,P30307,CDC25C,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,https://reactome.org/PathwayBrowser/#/R-HSA-69273
ENSG00000158402,P30307,CDC25C,R-HSA-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,https://reactome.org/PathwayBrowser/#/R-HSA-75035
ENSG00000158402,P30307,CDC25C,R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,https://reactome.org/PathwayBrowser/#/R-HSA-8862803
